id,filme_id,usuario,nota,data_avaliacao,comentario
944,63,usuario_38,4.4,2024-08-30,Gostei bastante
945,63,usuario_16,7.6,2025-06-20,Roteiro fraco
946,63,usuario_23,7.3,2024-01-14,
947,63,usuario_38,3.2,2023-08-08,Vale a pena assistir
948,63,usuario_3,3.6,2023-08-29,Filme razoável
949,63,usuario_15,3.2,2024-07-09,Roteiro fraco
950,63,usuario_8,9.1,2024-05-22,Não gostei muito
951,63,usuario_32,3.9,2024-07-16,
952,63,usuario_3,9.7,2025-05-25,Decepcionante
953,63,usuario_24,3.9,2026-03-09,Ótimo roteiro
954,64,usuario_33,9.1,2026-01-23,História cativante
955,64,usuario_22,4.6,2026-04-08,Decepcionante
956,64,usuario_41,9.0,2026-01-31,Efeitos especiais incríveis
957,64,usuario_20,8.0,2023-07-26,Decepcionante
958,64,usuario_30,2.9,2024-11-14,Poderia ser melhor
959,64,usuario_19,3.3,2026-02-18,Muito longo
960,64,usuario_30,1.7,2023-12-23,Atuações incríveis
961,64,usuario_48,2.7,2025-01-11,Trilha sonora marcante
962,64,usuario_22,2.3,2025-08-26,"Péssimo, não recomendo"
963,64,usuario_31,4.6,2026-02-08,Muito longo
964,64,usuario_13,3.0,2024-07-08,Obra-prima!
965,64,usuario_5,1.6,2025-02-01,Excelente filme!
966,64,usuario_49,6.3,2024-04-21,
967,64,usuario_38,2.3,2024-06-20,Obra-prima!
968,64,usuario_6,2.7,2024-01-30,Direção impecável
969,64,usuario_1,7.5,2025-02-16,Gostei bastante
970,64,usuario_27,2.2,2025-01-16,Atuações incríveis
971,64,usuario_20,3.0,2023-08-07,Roteiro fraco
972,64,usuario_13,6.6,2024-09-21,Muito longo
973,64,usuario_50,2.8,2025-02-23,Poderia ser melhor
974,64,usuario_40,2.8,2025-11-04,Direção impecável
975,64,usuario_32,7.3,2024-12-17,Gostei bastante
976,64,usuario_24,1.5,2024-08-29,Vale a pena assistir
977,64,usuario_5,9.3,2023-12-10,Roteiro fraco
978,64,usuario_14,6.9,2023-08-13,Muito longo
979,65,usuario_49,1.8,2023-10-30,Vale a pena assistir
980,65,usuario_10,2.4,2025-03-05,Não gostei muito
981,65,usuario_8,1.4,2025-07-16,Roteiro fraco
982,65,usuario_49,1.3,2025-02-26,"Muito bom, recomendo!"
983,65,usuario_43,5.2,2025-02-17,Ótimo roteiro
984,65,usuario_43,8.0,2024-04-01,Roteiro fraco
985,65,usuario_20,3.6,2024-01-26,Obra-prima!
986,66,usuario_34,5.5,2023-08-06,Obra-prima!
987,66,usuario_36,5.7,2024-10-26,Gostei bastante
988,66,usuario_22,7.9,2024-01-01,Direção impecável
989,66,usuario_22,6.9,2023-09-21,Obra-prima!
990,66,usuario_32,1.1,2025-09-03,História cativante
991,66,usuario_27,7.9,2025-07-16,Vale a pena assistir
992,66,usuario_14,2.6,2025-10-28,Filme razoável
993,66,usuario_40,9.5,2024-12-12,"Muito bom, recomendo!"
994,67,usuario_30,5.7,2024-05-04,Gostei bastante
995,67,usuario_24,9.0,2024-02-10,História cativante
996,67,usuario_34,8.4,2025-11-19,Não gostei muito
997,67,usuario_41,7.9,2025-06-13,História cativante
998,67,usuario_38,3.8,2023-12-21,
999,67,usuario_36,2.5,2024-01-24,
1000,68,usuario_30,6.5,2024-08-08,Decepcionante
1001,68,usuario_12,1.2,2024-07-11,"Muito bom, recomendo!"
1002,68,usuario_50,8.1,2025-03-07,Gostei bastante
1003,68,usuario_46,3.9,2025-12-22,Direção impecável
1004,68,usuario_28,5.3,2026-01-21,Decepcionante
1005,68,usuario_44,10.0,2024-02-14,Poderia ser melhor
1006,68,usuario_26,8.3,2025-05-19,"Péssimo, não recomendo"
1007,68,usuario_41,10.0,2024-02-20,Vale a pena assistir
1008,68,usuario_14,1.3,2023-08-22,Trilha sonora marcante
1009,68,usuario_19,1.2,2024-12-09,Não gostei muito
1010,68,usuario_5,5.8,2025-11-07,Não gostei muito
1011,68,usuario_27,4.7,2026-03-28,
1012,69,usuario_48,4.1,2023-07-25,Decepcionante
1013,69,usuario_37,1.8,2025-05-16,Excelente filme!
1014,69,usuario_21,8.3,2023-11-05,Filme razoável
1015,69,usuario_26,4.6,2024-08-10,Fotografia linda
1016,69,usuario_13,4.5,2023-07-28,Gostei bastante
1017,69,usuario_21,7.3,2025-01-23,Decepcionante
1018,69,usuario_43,7.9,2024-02-28,Direção impecável
1019,69,usuario_40,8.6,2026-04-01,Efeitos especiais incríveis
1020,69,usuario_43,6.5,2023-08-14,Muito longo
1021,69,usuario_40,2.0,2024-03-15,Obra-prima!
1022,69,usuario_39,4.6,2025-04-03,Direção impecável
1023,69,usuario_37,2.2,2024-11-10,Decepcionante
1024,69,usuario_23,5.4,2025-03-07,Ótimo roteiro
1025,70,usuario_8,5.0,2025-01-26,História cativante
1026,70,usuario_19,7.6,2024-12-23,Decepcionante
1027,70,usuario_28,1.3,2025-08-29,História cativante
1028,70,usuario_25,9.4,2023-12-08,Direção impecável
1029,70,usuario_4,6.8,2024-07-16,Atuações incríveis
1030,70,usuario_41,4.2,2025-04-28,Surpreendente!
1031,70,usuario_4,9.7,2024-10-31,Poderia ser melhor
1032,70,usuario_15,1.2,2023-09-14,Trilha sonora marcante
1033,70,usuario_15,4.6,2024-06-04,
1034,70,usuario_10,9.5,2026-02-28,Atuações incríveis
1035,70,usuario_21,8.2,2026-01-11,Ótimo roteiro
1036,70,usuario_28,8.0,2025-11-07,"Muito bom, recomendo!"
1037,70,usuario_16,6.5,2024-09-03,História cativante
1038,70,usuario_3,5.2,2024-05-06,Trilha sonora marcante
1039,70,usuario_19,1.0,2024-06-10,"Muito bom, recomendo!"
1040,70,usuario_35,2.7,2026-02-27,Gostei bastante
1041,70,usuario_23,7.7,2025-03-24,Fotografia linda
1042,70,usuario_10,5.0,2024-06-28,Vale a pena assistir
1043,70,usuario_14,3.4,2025-07-11,Fotografia linda
1044,71,usuario_10,5.4,2025-07-23,Filme razoável
1045,71,usuario_11,8.7,2024-10-10,Excelente filme!
1046,71,usuario_8,8.1,2023-10-30,Trilha sonora marcante
1047,71,usuario_36,5.4,2023-11-09,Direção impecável
1048,71,usuario_22,4.5,2024-11-16,Direção impecável
1049,71,usuario_18,6.2,2023-08-06,Ótimo roteiro
1050,71,usuario_14,3.9,2025-05-19,Filme razoável
1051,71,usuario_42,4.0,2024-09-15,Direção impecável
1052,71,usuario_18,1.4,2026-01-26,
1053,71,usuario_32,8.5,2024-06-21,Excelente filme!
1054,71,usuario_26,3.5,2025-10-04,Poderia ser melhor
1055,71,usuario_46,1.4,2024-12-22,Excelente filme!
1056,71,usuario_32,6.1,2024-01-30,Fotografia linda
1057,71,usuario_43,1.3,2025-01-12,Filme razoável
1058,71,usuario_42,7.0,2025-02-10,Trilha sonora marcante
1059,71,usuario_11,4.7,2025-05-15,Poderia ser melhor
1060,71,usuario_45,7.1,2026-02-04,"Péssimo, não recomendo"
1061,71,usuario_33,7.6,2025-09-27,Roteiro fraco
1062,71,usuario_13,6.7,2025-05-14,Poderia ser melhor
1063,71,usuario_14,5.1,2026-01-25,"Muito bom, recomendo!"
1064,71,usuario_8,5.0,2024-06-28,História cativante
1065,71,usuario_2,3.5,2024-01-09,Fotografia linda
1066,71,usuario_35,2.8,2025-07-02,Fotografia linda
1067,71,usuario_50,8.5,2025-07-14,Vale a pena assistir
1068,72,usuario_9,1.4,2026-03-12,Excelente filme!
1069,72,usuario_40,8.2,2024-06-01,Efeitos especiais incríveis
1070,72,usuario_16,9.1,2025-03-09,Excelente filme!
1071,72,usuario_32,3.2,2025-11-27,Fotografia linda
1072,72,usuario_29,5.1,2024-05-09,Trilha sonora marcante
1073,72,usuario_18,9.1,2025-05-16,Ótimo roteiro
1074,72,usuario_25,2.1,2024-03-19,Obra-prima!
1075,72,usuario_27,5.9,2025-07-24,Efeitos especiais incríveis
1076,72,usuario_35,2.5,2024-04-29,História cativante
1077,72,usuario_24,9.7,2025-10-24,Excelente filme!
1078,72,usuario_34,5.7,2023-08-18,Decepcionante
1079,72,usuario_17,9.3,2024-06-22,Direção impecável
1080,72,usuario_29,4.2,2023-07-22,História cativante
1081,72,usuario_34,2.2,2024-03-13,Atuações incríveis
1082,73,usuario_12,2.0,2025-02-06,Decepcionante
1083,73,usuario_31,1.8,2025-11-10,Filme razoável
1084,73,usuario_14,5.0,2024-07-11,Trilha sonora marcante
1085,73,usuario_38,6.9,2026-02-09,Vale a pena assistir
1086,73,usuario_46,9.1,2024-10-11,Obra-prima!
1087,73,usuario_24,6.8,2025-03-16,História cativante
1088,73,usuario_11,9.5,2024-01-20,Obra-prima!
1089,74,usuario_9,7.0,2023-08-12,Decepcionante
1090,74,usuario_45,9.2,2025-02-12,"Péssimo, não recomendo"
1091,74,usuario_19,2.7,2023-09-02,Ótimo roteiro
1092,74,usuario_16,3.4,2025-02-11,Efeitos especiais incríveis
1093,74,usuario_32,4.6,2025-02-02,"Muito bom, recomendo!"
1094,74,usuario_15,9.7,2024-03-22,Efeitos especiais incríveis
1095,74,usuario_35,1.2,2025-07-22,Decepcionante
1096,74,usuario_32,7.3,2026-01-01,Trilha sonora marcante
1097,74,usuario_13,9.3,2024-02-24,Efeitos especiais incríveis
1098,74,usuario_44,7.9,2025-02-21,Excelente filme!
1099,74,usuario_38,3.1,2025-09-12,Efeitos especiais incríveis
1100,74,usuario_19,9.1,2023-12-18,História cativante
1101,74,usuario_8,4.1,2025-04-13,Efeitos especiais incríveis
1102,74,usuario_36,4.8,2025-11-19,Obra-prima!
1103,74,usuario_8,2.5,2023-07-29,Vale a pena assistir
1104,74,usuario_20,2.0,2024-03-07,"Muito bom, recomendo!"
1105,74,usuario_25,2.0,2025-06-16,Filme razoável
1106,74,usuario_32,8.1,2026-01-31,
1107,74,usuario_12,8.8,2023-12-15,Atuações incríveis
1108,75,usuario_42,5.6,2025-06-29,Obra-prima!
1109,75,usuario_40,6.0,2024-09-08,Atuações incríveis
1110,75,usuario_21,2.0,2025-08-09,Ótimo roteiro
1111,75,usuario_49,4.6,2025-05-29,Surpreendente!
1112,75,usuario_30,5.9,2025-09-19,Fotografia linda
1113,75,usuario_25,6.2,2026-01-27,Fotografia linda
1114,75,usuario_12,9.3,2024-11-14,Fotografia linda
1115,75,usuario_26,4.7,2024-07-05,Muito longo
1116,75,usuario_39,6.1,2025-12-06,Filme razoável
1117,76,usuario_30,5.0,2025-06-11,Filme razoável
1118,76,usuario_35,4.7,2026-03-26,Direção impecável
1119,76,usuario_11,1.2,2025-06-22,Fotografia linda
1120,76,usuario_17,3.3,2024-06-22,Decepcionante
1121,76,usuario_32,7.9,2025-09-25,"Muito bom, recomendo!"
1122,76,usuario_50,9.2,2023-08-03,Obra-prima!
1123,76,usuario_45,7.3,2023-11-02,História cativante
1124,76,usuario_28,4.2,2024-04-28,Surpreendente!
1125,76,usuario_40,9.5,2024-01-17,Trilha sonora marcante
1126,76,usuario_24,7.7,2025-12-29,"Péssimo, não recomendo"
1127,76,usuario_12,6.8,2023-10-19,Atuações incríveis
1128,76,usuario_44,2.1,2023-12-19,Direção impecável
1129,76,usuario_38,7.4,2024-07-31,Não gostei muito
1130,76,usuario_48,6.9,2025-09-12,Vale a pena assistir
1131,76,usuario_32,3.5,2024-09-23,Poderia ser melhor
1132,76,usuario_41,5.5,2024-05-16,Excelente filme!
1133,76,usuario_48,4.4,2026-04-07,Muito longo
1134,76,usuario_9,8.0,2025-09-28,Decepcionante
1135,76,usuario_1,3.3,2024-04-15,Vale a pena assistir
1136,76,usuario_32,4.4,2023-07-31,"Muito bom, recomendo!"
1137,76,usuario_2,5.7,2023-07-22,Atuações incríveis
1138,77,usuario_11,6.4,2025-01-31,Direção impecável
1139,77,usuario_6,3.6,2023-08-01,Surpreendente!
1140,77,usuario_28,9.8,2023-11-21,Não gostei muito
1141,77,usuario_37,6.8,2024-08-08,Muito longo
1142,77,usuario_42,5.0,2024-05-22,Ótimo roteiro
1143,77,usuario_46,8.5,2023-08-23,Não gostei muito
1144,77,usuario_45,4.6,2025-05-09,Não gostei muito
1145,77,usuario_9,3.5,2025-07-20,Surpreendente!
1146,78,usuario_36,2.0,2025-03-22,História cativante
1147,78,usuario_46,2.9,2023-07-22,"Péssimo, não recomendo"
1148,78,usuario_45,2.2,2025-08-04,História cativante
1149,78,usuario_14,3.0,2025-02-05,Vale a pena assistir
1150,78,usuario_29,7.2,2025-02-22,Muito longo
1151,79,usuario_34,2.3,2025-05-06,Decepcionante
1152,79,usuario_12,3.8,2026-02-12,Atuações incríveis
1153,79,usuario_35,2.6,2024-05-26,Gostei bastante
1154,79,usuario_43,7.5,2025-05-03,Obra-prima!
1155,79,usuario_5,8.4,2025-07-13,Filme razoável
1156,79,usuario_13,6.5,2025-07-21,Direção impecável
1157,79,usuario_48,6.9,2024-11-01,Efeitos especiais incríveis
1158,79,usuario_17,8.8,2023-10-16,Obra-prima!
1159,79,usuario_44,3.3,2024-04-03,História cativante
1160,79,usuario_4,1.3,2023-10-03,Obra-prima!
1161,79,usuario_23,2.4,2025-11-27,Efeitos especiais incríveis
1162,79,usuario_9,6.8,2023-08-28,História cativante
1163,79,usuario_43,4.4,2025-01-23,Fotografia linda
1164,79,usuario_33,5.0,2026-03-25,História cativante
1165,79,usuario_40,8.3,2024-02-15,Atuações incríveis
1166,79,usuario_28,1.3,2024-07-05,Vale a pena assistir
1167,80,usuario_46,5.2,2024-06-24,Excelente filme!
1168,80,usuario_42,6.7,2024-02-07,Ótimo roteiro
1169,80,usuario_37,9.2,2023-09-03,Atuações incríveis
1170,80,usuario_26,5.0,2025-01-03,Vale a pena assistir
1171,80,usuario_14,5.3,2025-10-07,"Muito bom, recomendo!"
1172,80,usuario_25,4.8,2024-02-13,Gostei bastante
1173,80,usuario_48,9.5,2023-07-25,
1174,80,usuario_22,3.4,2023-12-03,Roteiro fraco
1175,80,usuario_27,6.6,2024-11-21,Obra-prima!
1176,80,usuario_13,9.0,2024-07-24,Decepcionante
1177,80,usuario_46,1.2,2023-11-22,"Péssimo, não recomendo"
1178,80,usuario_11,4.7,2025-10-30,Atuações incríveis
1179,80,usuario_5,7.6,2024-10-23,Filme razoável
1180,80,usuario_5,3.5,2026-01-18,Obra-prima!
1181,80,usuario_10,9.7,2025-08-08,Ótimo roteiro
1182,80,usuario_8,8.9,2025-01-02,Vale a pena assistir
1183,80,usuario_50,2.6,2025-10-05,História cativante
1184,80,usuario_35,8.0,2026-04-01,Muito longo
1185,80,usuario_40,1.8,2025-05-09,Obra-prima!
1186,80,usuario_27,4.3,2024-02-17,"Péssimo, não recomendo"
1187,80,usuario_41,5.1,2024-07-03,História cativante
1188,80,usuario_15,5.7,2024-05-11,Roteiro fraco
1189,81,usuario_2,7.3,2025-08-06,Roteiro fraco
1190,81,usuario_3,1.9,2025-12-06,Poderia ser melhor
1191,81,usuario_12,3.2,2026-02-13,Muito longo
1192,81,usuario_22,2.8,2023-10-01,Ótimo roteiro
1193,81,usuario_30,1.5,2023-11-19,Roteiro fraco
1194,81,usuario_42,4.4,2023-10-02,Vale a pena assistir
1195,81,usuario_33,9.1,2024-02-22,Decepcionante
1196,81,usuario_19,5.5,2025-02-28,Muito longo
1197,81,usuario_37,5.8,2024-10-19,Atuações incríveis
1198,81,usuario_9,2.8,2025-01-21,Fotografia linda
1199,81,usuario_32,5.2,2023-12-24,Atuações incríveis
1200,81,usuario_47,9.8,2024-11-15,Efeitos especiais incríveis
1201,81,usuario_31,2.7,2023-08-06,Decepcionante
1202,81,usuario_16,7.5,2023-08-25,Vale a pena assistir
1203,81,usuario_49,8.7,2023-10-25,Gostei bastante
1204,81,usuario_8,4.8,2025-07-11,Vale a pena assistir
1205,81,usuario_24,5.2,2024-03-07,Direção impecável
1206,81,usuario_27,2.1,2025-11-24,Obra-prima!
1207,81,usuario_33,6.8,2025-09-15,Muito longo
1208,82,usuario_48,6.1,2024-03-02,Vale a pena assistir
1209,82,usuario_28,6.0,2024-01-28,Direção impecável
1210,82,usuario_48,9.4,2025-10-05,"Muito bom, recomendo!"
1211,82,usuario_18,6.7,2024-04-10,Decepcionante
1212,82,usuario_49,3.6,2026-04-02,Fotografia linda
1213,82,usuario_16,6.3,2025-08-24,Fotografia linda
1214,82,usuario_46,6.8,2024-02-01,Excelente filme!
1215,82,usuario_42,6.6,2024-11-02,Fotografia linda
1216,82,usuario_11,1.5,2024-11-18,"Péssimo, não recomendo"
1217,82,usuario_10,7.6,2023-09-10,"Péssimo, não recomendo"
1218,82,usuario_48,2.8,2023-08-07,Ótimo roteiro
1219,82,usuario_4,4.4,2024-04-20,Atuações incríveis
1220,83,usuario_36,8.7,2025-04-17,Filme razoável
1221,83,usuario_31,9.1,2025-01-03,Direção impecável
1222,83,usuario_3,4.1,2024-08-18,Efeitos especiais incríveis
1223,83,usuario_32,3.7,2024-09-20,"Péssimo, não recomendo"
1224,83,usuario_15,8.1,2023-11-24,Vale a pena assistir
1225,83,usuario_23,4.6,2025-02-02,Atuações incríveis
1226,83,usuario_46,2.0,2023-11-14,Atuações incríveis
1227,83,usuario_13,6.3,2026-02-02,Direção impecável
1228,83,usuario_10,8.5,2025-10-28,Muito longo
1229,83,usuario_34,6.0,2024-10-21,Muito longo
1230,83,usuario_38,1.2,2025-06-28,Ótimo roteiro
1231,83,usuario_39,7.3,2026-02-03,Poderia ser melhor
1232,83,usuario_49,7.8,2024-05-24,Roteiro fraco
1233,83,usuario_50,1.6,2024-02-03,Efeitos especiais incríveis
1234,83,usuario_25,1.5,2024-01-03,
1235,83,usuario_7,6.3,2024-12-19,Obra-prima!
1236,83,usuario_44,5.3,2025-09-09,Filme razoável
1237,84,usuario_38,2.3,2024-05-17,Não gostei muito
1238,84,usuario_49,6.0,2023-08-17,"Muito bom, recomendo!"
1239,84,usuario_31,3.2,2025-10-17,"Muito bom, recomendo!"
1240,84,usuario_20,6.7,2024-11-18,História cativante
1241,84,usuario_49,7.7,2024-11-11,
1242,85,usuario_19,8.2,2026-02-21,Roteiro fraco
1243,85,usuario_44,6.4,2024-10-19,Filme razoável
1244,85,usuario_6,10.0,2024-03-12,Direção impecável
1245,85,usuario_41,2.4,2024-10-10,Direção impecável
1246,85,usuario_23,4.3,2025-10-01,Obra-prima!
1247,85,usuario_11,6.1,2024-07-02,Excelente filme!
1248,85,usuario_5,3.2,2025-12-10,Fotografia linda
1249,85,usuario_22,6.8,2024-08-10,Ótimo roteiro
1250,85,usuario_19,6.8,2023-11-29,Efeitos especiais incríveis
1251,85,usuario_19,5.8,2024-09-06,Surpreendente!
1252,85,usuario_19,7.8,2025-01-24,Surpreendente!
1253,85,usuario_11,1.8,2024-07-26,"Péssimo, não recomendo"
1254,85,usuario_21,4.7,2024-09-01,Trilha sonora marcante
1255,85,usuario_43,7.7,2025-06-10,Trilha sonora marcante
1256,85,usuario_2,6.5,2024-01-30,História cativante
1257,85,usuario_9,3.9,2023-12-26,Não gostei muito
1258,85,usuario_26,6.7,2023-12-18,Filme razoável
1259,85,usuario_43,7.2,2025-07-23,Muito longo
1260,85,usuario_39,5.2,2024-10-27,Filme razoável
1261,85,usuario_46,2.3,2026-02-27,Muito longo
1262,85,usuario_50,1.5,2023-11-19,Efeitos especiais incríveis
1263,85,usuario_33,8.7,2023-12-13,
1264,85,usuario_38,5.2,2023-11-26,Surpreendente!
1265,85,usuario_6,4.5,2024-08-20,Trilha sonora marcante
1266,85,usuario_37,7.8,2024-08-17,Ótimo roteiro
1267,86,usuario_22,3.7,2024-09-19,Fotografia linda
1268,86,usuario_4,8.4,2025-04-03,Decepcionante
1269,86,usuario_38,7.8,2025-01-20,Trilha sonora marcante
1270,86,usuario_21,6.5,2025-10-04,Efeitos especiais incríveis
1271,86,usuario_39,1.6,2024-01-15,Decepcionante
1272,86,usuario_37,6.0,2026-02-25,
1273,86,usuario_5,6.4,2026-02-11,Obra-prima!
1274,86,usuario_8,1.3,2025-05-20,Fotografia linda
1275,86,usuario_28,3.1,2025-11-21,"Péssimo, não recomendo"
1276,86,usuario_19,2.6,2024-08-07,Trilha sonora marcante
1277,86,usuario_50,2.7,2025-01-26,"Péssimo, não recomendo"
1278,86,usuario_42,1.6,2026-02-14,Gostei bastante
1279,86,usuario_4,6.3,2025-10-19,Surpreendente!
1280,86,usuario_15,1.8,2026-03-08,Vale a pena assistir
1281,86,usuario_48,9.5,2024-07-07,Direção impecável
1282,86,usuario_21,4.1,2023-11-07,Vale a pena assistir
1283,86,usuario_47,5.6,2024-04-02,História cativante
1284,86,usuario_16,8.8,2025-10-25,Obra-prima!
1285,86,usuario_42,7.1,2024-08-25,Surpreendente!
1286,86,usuario_16,9.7,2025-02-05,Muito longo
1287,86,usuario_36,6.0,2025-12-19,Decepcionante
1288,86,usuario_47,8.8,2023-07-30,"Péssimo, não recomendo"
1289,86,usuario_21,9.6,2023-11-28,Filme razoável
1290,87,usuario_43,6.4,2025-05-27,Surpreendente!
1291,87,usuario_46,2.9,2024-05-12,Roteiro fraco
1292,87,usuario_38,3.4,2024-06-14,Decepcionante
1293,87,usuario_39,7.5,2024-08-09,Muito longo
1294,87,usuario_35,9.3,2024-07-21,Trilha sonora marcante
1295,87,usuario_4,7.1,2023-09-03,Filme razoável
1296,87,usuario_3,3.2,2023-07-30,Atuações incríveis
1297,87,usuario_13,4.6,2024-12-16,Filme razoável
1298,87,usuario_44,6.0,2025-06-16,Muito longo
1299,87,usuario_34,2.3,2025-08-10,Decepcionante
1300,87,usuario_26,2.7,2026-02-04,"Muito bom, recomendo!"
1301,87,usuario_10,5.0,2026-03-04,Ótimo roteiro
1302,88,usuario_14,1.7,2023-11-07,História cativante
1303,88,usuario_9,6.8,2023-11-04,
1304,88,usuario_50,3.0,2023-12-27,Poderia ser melhor
1305,88,usuario_3,3.4,2025-07-25,
1306,88,usuario_46,1.4,2024-12-31,Trilha sonora marcante
1307,88,usuario_7,7.8,2024-06-12,Surpreendente!
1308,88,usuario_47,2.6,2023-09-03,Não gostei muito
1309,88,usuario_50,1.9,2024-10-01,Filme razoável
1310,88,usuario_31,8.0,2025-04-21,Poderia ser melhor
1311,88,usuario_30,6.2,2024-02-02,História cativante
1312,88,usuario_16,3.4,2024-05-08,Roteiro fraco
1313,88,usuario_41,5.6,2024-04-16,Trilha sonora marcante
1314,88,usuario_28,5.9,2025-06-10,Excelente filme!
1315,88,usuario_4,5.1,2024-02-22,Excelente filme!
1316,89,usuario_29,6.2,2023-12-18,Excelente filme!
1317,89,usuario_19,5.9,2024-05-02,Filme razoável
1318,89,usuario_22,1.7,2025-12-05,Não gostei muito
1319,89,usuario_38,3.9,2023-11-30,Trilha sonora marcante
1320,89,usuario_1,6.3,2025-01-14,Direção impecável
1321,89,usuario_1,8.9,2024-01-09,Fotografia linda
1322,89,usuario_44,6.4,2025-12-13,Efeitos especiais incríveis
1323,89,usuario_25,8.8,2025-07-18,"Muito bom, recomendo!"
1324,89,usuario_12,6.4,2023-07-18,História cativante
1325,89,usuario_47,7.5,2025-12-21,Surpreendente!
1326,89,usuario_4,4.2,2023-09-01,Obra-prima!
1327,89,usuario_28,1.7,2026-03-04,Poderia ser melhor
1328,89,usuario_34,6.9,2025-11-16,Muito longo
1329,89,usuario_35,7.0,2024-10-12,
1330,89,usuario_47,6.1,2023-10-26,"Muito bom, recomendo!"
1331,89,usuario_19,2.5,2025-12-20,Direção impecável
1332,89,usuario_9,9.8,2025-03-24,Roteiro fraco
1333,89,usuario_17,8.9,2024-06-22,Direção impecável
1334,89,usuario_35,1.8,2025-04-14,Fotografia linda
1335,89,usuario_26,5.0,2024-12-28,"Muito bom, recomendo!"
1336,89,usuario_7,7.7,2025-12-04,Excelente filme!
1337,89,usuario_12,8.7,2023-12-11,Obra-prima!
1338,89,usuario_15,1.6,2024-04-02,Fotografia linda
1339,89,usuario_19,6.1,2025-03-31,Obra-prima!
1340,89,usuario_29,8.5,2025-03-27,Poderia ser melhor
1341,90,usuario_26,2.7,2025-08-11,Efeitos especiais incríveis
1342,90,usuario_1,7.9,2025-06-20,Direção impecável
1343,90,usuario_48,3.5,2025-03-14,Obra-prima!
1344,90,usuario_19,3.8,2023-11-24,Não gostei muito
1345,90,usuario_12,7.1,2023-10-26,Fotografia linda
1346,90,usuario_16,2.3,2024-12-21,Excelente filme!
1347,90,usuario_47,4.0,2024-07-14,Não gostei muito
1348,90,usuario_36,1.7,2025-07-27,Ótimo roteiro
1349,90,usuario_30,6.7,2025-01-14,"Muito bom, recomendo!"
1350,90,usuario_1,4.3,2024-02-04,Atuações incríveis
1351,90,usuario_44,2.1,2024-05-21,Surpreendente!
1352,90,usuario_12,3.3,2024-08-28,Muito longo
1353,90,usuario_42,5.7,2024-04-24,Trilha sonora marcante
1354,90,usuario_50,4.9,2023-08-15,Efeitos especiais incríveis
1355,90,usuario_13,7.4,2025-06-02,Roteiro fraco
1356,91,usuario_33,3.4,2024-07-01,Ótimo roteiro
1357,91,usuario_44,5.9,2026-01-11,Direção impecável
1358,91,usuario_28,2.8,2023-09-29,Excelente filme!
1359,91,usuario_5,4.7,2025-04-21,História cativante
1360,91,usuario_46,5.5,2024-01-06,Obra-prima!
1361,91,usuario_22,9.8,2026-04-09,Muito longo
1362,91,usuario_38,8.7,2025-03-23,Gostei bastante
1363,91,usuario_38,1.0,2024-09-14,Gostei bastante
1364,91,usuario_37,1.6,2026-03-28,Efeitos especiais incríveis
1365,91,usuario_44,5.9,2026-01-12,
1366,91,usuario_28,3.4,2024-03-29,
1367,91,usuario_39,1.1,2024-09-26,Efeitos especiais incríveis
1368,91,usuario_4,1.9,2026-03-02,Gostei bastante
1369,91,usuario_21,9.9,2024-12-22,
1370,92,usuario_46,5.4,2025-12-14,Trilha sonora marcante
1371,92,usuario_30,7.1,2025-10-26,Fotografia linda
1372,92,usuario_25,2.0,2023-11-07,Excelente filme!
1373,92,usuario_28,7.3,2024-06-24,Excelente filme!
1374,92,usuario_31,2.0,2024-11-09,Surpreendente!
1375,92,usuario_39,9.5,2025-02-13,"Péssimo, não recomendo"
1376,92,usuario_26,9.4,2024-08-19,"Muito bom, recomendo!"
1377,92,usuario_24,8.3,2025-05-21,Surpreendente!
1378,92,usuario_9,1.5,2024-03-31,Vale a pena assistir
1379,92,usuario_14,3.0,2025-10-23,Excelente filme!
1380,92,usuario_48,4.3,2024-02-08,"Muito bom, recomendo!"
1381,92,usuario_44,8.7,2025-04-20,Ótimo roteiro
1382,92,usuario_25,8.9,2026-01-06,Muito longo
1383,92,usuario_12,1.3,2024-08-23,Poderia ser melhor
1384,92,usuario_47,8.5,2025-04-05,
1385,92,usuario_4,7.6,2024-01-15,Obra-prima!
1386,92,usuario_45,2.8,2024-05-26,Roteiro fraco
1387,93,usuario_9,6.7,2025-11-06,Direção impecável
1388,93,usuario_44,4.0,2025-07-17,Não gostei muito
1389,93,usuario_21,6.9,2025-04-16,
1390,93,usuario_23,2.2,2024-03-03,Roteiro fraco
1391,93,usuario_20,9.0,2024-09-20,Poderia ser melhor
1392,93,usuario_33,8.2,2025-08-27,Surpreendente!
1393,93,usuario_18,1.2,2024-03-12,Filme razoável
1394,94,usuario_32,5.7,2025-06-04,Roteiro fraco
1395,94,usuario_14,3.9,2024-06-24,"Muito bom, recomendo!"
1396,94,usuario_47,3.4,2025-04-11,Roteiro fraco
1397,94,usuario_43,5.4,2024-07-22,Obra-prima!
1398,94,usuario_14,2.4,2026-03-10,"Muito bom, recomendo!"
1399,94,usuario_2,4.8,2024-11-10,Obra-prima!
1400,94,usuario_7,7.3,2023-12-31,Filme razoável
1401,94,usuario_10,8.7,2024-05-17,Fotografia linda
1402,94,usuario_13,5.2,2025-04-13,
1403,94,usuario_16,6.7,2025-08-17,Poderia ser melhor
